[23.09.11 20:54:15 INFO]: =====START OF HISTORY=====
[23.09.11 20:49:17 FINE]: [BetonQuest] Loaded pl language
[23.09.11 20:49:17 FINE]: [BetonQuest] Loaded en language
[23.09.11 20:49:17 FINE]: [BetonQuest] Loaded de language
[23.09.11 20:49:17 FINE]: [BetonQuest] Loaded fr language
[23.09.11 20:49:17 FINE]: [BetonQuest] Loaded cn language
[23.09.11 20:49:17 FINE]: [BetonQuest] Loaded es language
[23.09.11 20:49:17 FINE]: [BetonQuest] Loaded nl language
[23.09.11 20:49:17 FINE]: [BetonQuest] Loaded it language
[23.09.11 20:49:17 FINE]: [BetonQuest] Loaded hu language
[23.09.11 20:49:17 FINE]: [BetonQuest] Loaded vi language
[23.09.11 20:49:17 INFO]: [BetonQuest] Using SQLite for storing data!
[23.09.11 20:49:17 FINE]: [BetonQuest] Initializing updater with version v64, destination is v64
[23.09.11 20:49:17 INFO]: [BetonQuest] Configuration up to date!
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering tame objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering delay objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering arrow objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering experience objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering step objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering logout objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering login objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering password objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering pickup objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering fish objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering enchant objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering shear objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering chestput objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering brew objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering riding objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering consume objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering variable objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering kill objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering interact objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering respawn objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering breed objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering simple conversation IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering tellraw conversation IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering chest conversation IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering combined conversation IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering slowtellraw conversation IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering simple interceptor type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering none interceptor type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering suppress notify IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering chat notify IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering advancement notify IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering actionbar notify IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering bossbar notify IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering title notify IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering subtitle notify IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering sound notify IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering condition variable type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering player variable type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering npc variable type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering objective variable type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering point variable type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering globalpoint variable type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering item variable type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering version variable type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering location variable type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering math variable type
[23.09.11 20:49:17 INFO]: [BetonQuest] Hooking into PlaceholderAPI
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering ph variable type
[23.09.11 20:49:17 INFO]: [BetonQuest] Hooking into Vault
[23.09.11 20:49:17 WARNING]: [BetonQuest] There is no economy plugin on the server!
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering permission event type
[23.09.11 20:49:17 INFO]: [BetonQuest] Hooking into ProtocolLib
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering menu conversation IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering packet interceptor type
[23.09.11 20:49:17 INFO]: [BetonQuest] Hooking into Citizens
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering updatevisibility event type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering npckill objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering npcinteract objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering npcrange objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering movenpc event type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering teleportnpc event type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering stopnpc event type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering chest conversation IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering combined conversation IO type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering citizen variable type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering npcdistance condition type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering npclocation condition type
[23.09.11 20:49:17 INFO]: [BetonQuest] Hooking into WorldEdit
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering paste event type
[23.09.11 20:49:17 INFO]: [BetonQuest] Hooking into Jobs
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_canlevel condition type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_hasjob condition type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_jobfull condition type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_joblevel condition type
[23.09.11 20:49:17 INFO]: [BetonQuest] Registered Conditions [nujobs_canlevel,nujobs_hasjob,nujobs_jobfull,nujobs_joblevel]
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_addexp event type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_addlevel event type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_dellevel event type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_joinjob event type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_leavejob event type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_setlevel event type
[23.09.11 20:49:17 INFO]: [BetonQuest] Registered Events [nujobs_addexp,nujobs_addlevel,nujobs_dellevel,nujobs_joinjob,nujobs_leavejob,nujobs_setlevel]
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_joinjob objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_leavejob objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_levelup objective type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering nujobs_payment objective type
[23.09.11 20:49:17 INFO]: [BetonQuest] Registered Objectives [nujobs_joinjob,nujobs_leavejob,nujobs_levelup,nujobs_payment]
[23.09.11 20:49:17 INFO]: [BetonQuest] BetonQuest succesfully enabled!
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering papi condition type
[23.09.11 20:49:17 FINE]: [BetonQuest] Registering papi variable type
[23.09.11 20:49:18 INFO]: [BetonQuest] Hooked into PlaceholderAPI, Vault, ProtocolLib, Citizens, WorldEdit, Jobs!
[23.09.11 20:49:18 FINE]: [BetonQuest] Loading stuff in package lesson
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.select_npc_marc' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.select_npc_lisa' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.remove_hologram' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.add_hologram' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.set_block_debug' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.add_tag_quest01_started' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.add_tag_quest01_completed' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.walk_to_door_marc' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.open_door_marc' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.give_key' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.remove_key' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'lesson.notify_objective_marc' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Condition 'lesson.quest01_started' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Condition 'lesson.quest01_completed' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Condition 'lesson.has_key' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest] Loading merlin conversation from lesson package
[23.09.11 20:49:18 FINE]: [BetonQuest] Variable lesson-%player% loaded
[23.09.11 20:49:18 FINE]: [BetonQuest] Conversation loaded: 5 NPC options and 4 player options
[23.09.11 20:49:18 FINE]: [BetonQuest] Loading marc conversation from lesson package
[23.09.11 20:49:18 FINE]: [BetonQuest] Conversation loaded: 7 NPC options and 4 player options
[23.09.11 20:49:18 FINE]: [BetonQuest] Loading lisa conversation from lesson package
[23.09.11 20:49:18 FINE]: [BetonQuest] Conversation loaded: 4 NPC options and 2 player options
[23.09.11 20:49:18 FINE]: [BetonQuest] Everything in package lesson loaded
[23.09.11 20:49:18 FINE]: [BetonQuest] Loading stuff in package gui
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'gui.select_npc_marta' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'gui.select_npc_jobs' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'gui.add_hologram' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'gui.remove_hologram' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'gui.walk_to_door' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'gui.open_door_marta' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'gui.open_gui' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'gui.add_tag_quest02_started' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'gui.add_tag_quest02_completed' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Event 'gui.notify_objective' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Condition 'gui.quest02_started' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest]   Condition 'gui.quest02_completed' loaded
[23.09.11 20:49:18 FINE]: [BetonQuest] Loading marta conversation from gui package
[23.09.11 20:49:18 FINE]: [BetonQuest] Variable gui-%player% loaded
[23.09.11 20:49:18 FINE]: [BetonQuest] Conversation loaded: 7 NPC options and 4 player options
[23.09.11 20:49:18 FINE]: [BetonQuest] Loading jobs conversation from gui package
[23.09.11 20:49:18 FINE]: [BetonQuest] Conversation loaded: 4 NPC options and 2 player options
[23.09.11 20:49:18 FINE]: [BetonQuest] Everything in package gui loaded
[23.09.11 20:49:18 INFO]: [BetonQuest] There are 5 conditions, 22 events, 0 objectives and 5 conversations loaded from 2 packages.
[23.09.11 20:49:18 FINE]: [BetonQuest] There are 0 global_tags and 0 global_points loaded
[23.09.11 20:50:31 FINE]: [BetonQuest] There are 1 objectives, 3 tags, 2 points, 0 journal entries and 0 items loaded for player Telmiyo
[23.09.11 20:50:31 FINE]: [BetonQuest] Inserting data for Telmiyo
[23.09.11 20:50:32 WARNING]: [BetonQuest] Loaded 'lesson.access' objective from the database, but it is not defined in configuration. Skipping.
[23.09.11 20:50:32 FINER]: [BetonQuest] THROW
pl.betoncraft.betonquest.exceptions.ObjectNotFoundException: Objective 'lesson.access' is not defined
	at pl.betoncraft.betonquest.id.ObjectiveID.<init>(ObjectiveID.java:13)
	at pl.betoncraft.betonquest.database.PlayerData.startObjectives(PlayerData.java:284)
	at pl.betoncraft.betonquest.JoinQuitListener.onPlayerJoin(JoinQuitListener.java:57)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
	at org.bukkit.plugin.java.JavaPluginLoader$1.execute(JavaPluginLoader.java:306)
	at org.bukkit.plugin.RegisteredListener.callEvent(RegisteredListener.java:70)
	at org.bukkit.plugin.SimplePluginManager.fireEvent(SimplePluginManager.java:589)
	at org.bukkit.plugin.SimplePluginManager.callEvent(SimplePluginManager.java:576)
	at net.minecraft.server.players.PlayerList.a(PlayerList.java:277)
	at net.minecraft.server.network.LoginListener.a(LoginListener.java:193)
	at net.minecraft.server.network.LoginListener.d(LoginListener.java:179)
	at net.minecraft.server.network.LoginListener.c(LoginListener.java:74)
	at net.minecraft.network.NetworkManager.a(NetworkManager.java:258)
	at net.minecraft.server.network.ServerConnection.c(ServerConnection.java:172)
	at net.minecraft.server.MinecraftServer.b(MinecraftServer.java:1352)
	at net.minecraft.server.dedicated.DedicatedServer.b(DedicatedServer.java:429)
	at net.minecraft.server.MinecraftServer.a(MinecraftServer.java:1237)
	at net.minecraft.server.MinecraftServer.w(MinecraftServer.java:1047)
	at net.minecraft.server.MinecraftServer.lambda$0(MinecraftServer.java:304)
	at java.base/java.lang.Thread.run(Thread.java:833)

[23.09.11 20:50:40 FINE]: [BetonQuest] Firing event gui.add_tag_quest02_started for Telmiyo
[23.09.11 20:50:40 FINE]: [BetonQuest] Firing event gui.select_npc_marta for Telmiyo
[23.09.11 20:50:40 FINE]: [BetonQuest] Firing event gui.remove_hologram for Telmiyo
[23.09.11 20:50:40 FINE]: [BetonQuest] Firing event gui.select_npc_jobs for Telmiyo
[23.09.11 20:50:40 FINE]: [BetonQuest] Firing event gui.add_hologram for Telmiyo
[23.09.11 20:50:43 FINE]: [BetonQuest] Firing event gui.add_tag_quest02_started for Telmiyo
[23.09.11 20:50:43 FINE]: [BetonQuest] Firing event gui.select_npc_marta for Telmiyo
[23.09.11 20:50:43 FINE]: [BetonQuest] Firing event gui.remove_hologram for Telmiyo
[23.09.11 20:50:43 FINE]: [BetonQuest] Firing event gui.select_npc_jobs for Telmiyo
[23.09.11 20:50:43 FINE]: [BetonQuest] Firing event gui.add_hologram for Telmiyo
[23.09.11 20:51:56 FINE]: [BetonQuest] Executing /betonquest command for user Telmiyo with arguments: [reload]
[23.09.11 20:51:56 FINE]: [BetonQuest] Reloading configuration
[23.09.11 20:51:56 FINE]: [BetonQuest] Loaded pl language
[23.09.11 20:51:56 FINE]: [BetonQuest] Loaded en language
[23.09.11 20:51:56 FINE]: [BetonQuest] Loaded de language
[23.09.11 20:51:56 FINE]: [BetonQuest] Loaded fr language
[23.09.11 20:51:56 FINE]: [BetonQuest] Loaded cn language
[23.09.11 20:51:56 FINE]: [BetonQuest] Loaded es language
[23.09.11 20:51:56 FINE]: [BetonQuest] Loaded nl language
[23.09.11 20:51:56 FINE]: [BetonQuest] Loaded it language
[23.09.11 20:51:56 FINE]: [BetonQuest] Loaded hu language
[23.09.11 20:51:56 FINE]: [BetonQuest] Loaded vi language
[23.09.11 20:51:56 FINE]: [BetonQuest] Initializing static events
[23.09.11 20:51:56 FINE]: [BetonQuest] Searching package lesson
[23.09.11 20:51:56 FINE]: [BetonQuest] There are no static events defined, skipping
[23.09.11 20:51:56 FINE]: [BetonQuest] Searching package gui
[23.09.11 20:51:56 FINE]: [BetonQuest] There are no static events defined, skipping
[23.09.11 20:51:56 FINE]: [BetonQuest] Static events initialization done
[23.09.11 20:51:56 FINE]: [BetonQuest] Restarting global locations
[23.09.11 20:51:56 FINE]: [BetonQuest] Loading stuff in package lesson
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.select_npc_marc' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.select_npc_lisa' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.remove_hologram' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.add_hologram' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.set_block_debug' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.add_tag_quest01_started' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.add_tag_quest01_completed' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.walk_to_door_marc' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.open_door_marc' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.give_key' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.remove_key' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'lesson.notify_objective_marc' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Condition 'lesson.quest01_started' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Condition 'lesson.quest01_completed' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Condition 'lesson.has_key' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest] Loading merlin conversation from lesson package
[23.09.11 20:51:56 FINE]: [BetonQuest] Variable lesson-%player% loaded
[23.09.11 20:51:56 FINE]: [BetonQuest] Conversation loaded: 5 NPC options and 4 player options
[23.09.11 20:51:56 FINE]: [BetonQuest] Loading marc conversation from lesson package
[23.09.11 20:51:56 FINE]: [BetonQuest] Conversation loaded: 7 NPC options and 4 player options
[23.09.11 20:51:56 FINE]: [BetonQuest] Loading lisa conversation from lesson package
[23.09.11 20:51:56 FINE]: [BetonQuest] Conversation loaded: 4 NPC options and 2 player options
[23.09.11 20:51:56 FINE]: [BetonQuest] Everything in package lesson loaded
[23.09.11 20:51:56 FINE]: [BetonQuest] Loading stuff in package gui
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'gui.select_npc_marta' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'gui.select_npc_jobs' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'gui.add_hologram' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'gui.remove_hologram' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'gui.walk_to_door' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'gui.open_door_marta' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'gui.open_gui' loaded
[23.09.11 20:51:56 FINE]: [BetonQuest]   Event 'gui.add_tag_quest02_started' loaded
